CaseID,weight_pop,B3,ND2,B7_a,GH1,educ_4cat,ppethm
8555,19612.475,2,3,1,1,3,1
8556,13205.7736,3,3,2,3,3,1
8557,28993.6131,1,3,2,1,4,1
8558,42232.6115,4,3,3,1,1,4
8559,10662.7319,3,3,1,2,2,1
8560,20699.9577,4,3,2,2,2,1
8561,8569.6217,2,1,2,1,4,1
8562,12868.1023,3,3,3,1,4,1
8563,28209.1946,2,3,2,3,1,2
8564,21938.1087,4,3,3,3,3,1
8565,20731.8192,2,3,3,3,4,4
8566,26130.5262,5,3,2,1,4,2
8567,21057.7269,2,3,2,1,4,1
8568,11650.3249,3,2,2,1,3,1
8569,16168.6143,3,2,2,3,4,1
8570,19790.4153,4,3,2,1,4,1
8571,27623.9971,3,2,2,3,3,4
8572,21515.8307,3,3,3,1,4,1
8573,31931.0925,2,2,1,3,1,4
8574,14861.7569,3,3,3,2,2,1
8575,31355.7302,3,2,2,1,2,2
8576,15882.4633,4,3,2,2,4,1
8577,24925.608,4,3,3,3,2,2
8578,11136.0319,3,4,2,1,3,2
8579,16168.6143,3,2,3,1,4,1
8580,17027.4708,1,3,1,1,3,1
8581,17286.4801,3,3,2,1,3,1
8582,21057.7269,3,1,2,1,4,1
8583,27746.4885,2,3,3,1,4,1
8584,19797.7591,2,3,1,1,4,1
8585,20617.8134,3,3,2,1,3,1
8586,18404.2612,4,2,3,3,3,2
8587,25574.1687,3,2,3,1,4,2
8588,17522.8793,3,3,2,1,4,1
8589,18921.4246,2,3,1,1,3,1
8590,20174.8978,3,3,3,2,4,1
8591,17530.7834,1,3,2,3,2,1
8592,18895.5798,4,3,3,3,2,1
8593,78764.6384,3,1,2,2,1,3
8594,15748.3939,3,3,2,2,3,1
8595,25922.193,4,3,3,2,4,2
8596,19167.9761,1,3,1,3,4,5
8597,27371.7683,3,3,2,3,4,1
8598,24620.1087,3,3,2,3,2,1
8599,43045.102,5,3,3,1,2,1
8600,22986.9647,4,1,2,3,4,1
8601,15092.0511,2,2,3,2,4,1
8602,12761.3023,3,1,2,3,4,1
8603,20850.7995,3,2,3,1,4,1
8604,14140.9356,2,3,1,1,4,1
8605,16926.0731,3,3,3,1,3,2
8606,20728.0943,5,1,3,2,1,1
8607,6591.3927,2,3,2,1,3,5
8608,15865.7632,5,3,3,3,4,2
8609,18596.2755,2,3,1,1,2,1
8610,23687.5548,3,3,3,1,4,1
8611,18619.3719,2,3,2,2,3,1
8612,6189.3614,4,3,2,3,4,5
8613,13981.3453,3,3,1,2,3,2
8614,16258.6986,1,3,2,2,2,1
8615,16302.7652,3,2,3,1,4,1
8616,16302.7652,3,3,3,1,4,1
8617,39616.901,3,2,3,4,3,3
8618,11509.3495,3,3,3,2,3,4
8619,13577.5963,3,3,3,1,3,1
8620,44037.142,3,1,3,1,4,3
8621,21862.8325,5,2,3,3,3,2
8622,25906.9628,4,1,3,3,3,1
8623,18597.4579,1,1,1,1,3,1
8624,23446.8946,4,2,2,3,4,4
8625,12868.1023,2,2,2,2,4,1
8626,11509.3495,2,2,2,4,4,4
8627,15092.0511,3,3,3,2,4,1
8628,7430.7865,3,2,3,1,4,1
8629,33884.2013,3,3,2,2,2,1
8630,20154.7726,2,1,1,2,1,1
8631,69824.8324,4,3,3,3,2,3
8632,24273.033,2,2,2,1,4,1
8633,11250.5645,3,3,3,2,4,1
8634,15419.5034,2,3,1,3,2,1
8635,15764.5462,2,2,2,1,4,4
8636,13295.6484,2,3,1,3,3,1
8637,23540.2224,3,3,3,2,4,3
8638,18551.2863,3,3,2,3,1,1
8639,22076.5244,3,2,3,3,3,4
8640,13188.3671,2,3,1,2,2,1
8641,19152.5501,3,1,3,3,4,1
8642,21528.9217,4,3,2,1,3,4
8643,23903.9541,3,4,2,1,1,4
8644,34568.8155,1,3,4,1,2,4
8645,14861.7569,2,3,2,1,2,1
8646,13900.4068,3,3,3,1,4,1
8647,29582.1365,3,3,2,3,3,2
8648,17568.7894,2,3,2,3,2,1
8649,18415.6053,4,2,3,1,4,1
8650,17948.9778,2,2,1,4,4,2
8651,22611.7255,2,3,2,3,1,1
8652,34465.9705,3,3,2,2,3,4
8653,24709.6295,3,5,2,4,3,2
8654,20528.0944,2,2,3,4,4,4
8655,4695.6434,4,1,3,2,4,5
8656,25291.9499,3,2,3,1,3,1
8657,15092.0511,4,2,3,1,4,1
8658,36936.9117,2,3,3,1,2,4
8659,46082.9144,4,1,3,4,3,4
8660,19484.1217,4,3,1,3,4,4
8661,25978.1043,5,3,3,3,3,1
8662,17505.8615,2,3,2,3,2,1
8663,21849.2905,3,3,2,2,2,1
8664,13294.827,2,3,2,2,3,1
8665,16142.5632,4,2,3,2,4,1
8666,9598.5528,3,2,3,1,4,5
8667,19031.5304,2,2,1,1,2,1
8668,17516.2375,2,3,2,2,2,1
8669,12622.8689,3,3,2,3,4,1
8670,14715.7153,3,3,3,2,2,1
8671,9474.6283,1,3,1,3,3,1
8672,84591.6812,2,3,1,3,2,4
8673,11742.8756,2,4,1,1,4,1
8674,21741.5537,5,1,3,3,1,5
8675,9481.0654,1,3,1,1,4,4
8676,14219.4013,3,2,1,3,3,4
8677,13900.4068,3,3,2,2,4,1
8678,19362.5937,4,2,3,3,4,1
8679,11325.2852,2,3,2,2,4,1
8680,18596.2755,3,1,2,2,2,1
8681,57512.1482,3,3,2,3,2,2
8682,12874.8302,2,2,3,2,4,3
8683,16004.3448,4,3,4,3,4,4
8684,13855.2246,2,3,3,1,3,1
8685,14140.9356,2,3,2,1,4,1
8686,15346.3465,2,2,3,1,4,1
8687,18781.6707,5,3,3,3,4,2
8688,13758.0015,3,3,2,2,3,1
8689,31417.6236,2,2,3,2,4,3
8690,30230.9776,2,2,3,3,2,1
8691,30013.1272,2,3,1,3,1,1
8692,10021.0196,2,3,2,1,2,1
8693,32437.5306,3,3,3,4,3,2
8694,23631.7925,1,3,1,3,3,1
8695,16140.2999,3,3,3,3,4,2
8696,28530.1393,3,3,2,1,4,3
8697,21369.1931,2,3,1,3,4,1
8698,19495.8914,1,3,2,2,2,1
8699,25685.9139,4,3,2,1,4,1
8700,17704.7623,2,3,2,2,2,1
8701,42206.6681,3,3,2,3,2,2
8702,44907.6423,3,3,1,3,2,4
8703,12953.5659,2,2,2,2,3,1
8704,3666.6386,3,3,2,1,4,5
8705,18596.2755,2,3,3,1,2,1
8706,20250.2455,3,2,2,1,2,1
8707,18597.4579,2,3,2,2,3,1
8708,22907.5613,3,3,3,1,3,4
8709,31136.676,1,2,3,3,1,1
8710,17704.7623,2,3,2,3,2,1
8711,15978.5584,2,2,1,1,4,4
8712,23153.5532,3,5,1,2,2,1
8714,13758.0583,3,2,3,2,2,1
8715,7004.9133,3,2,3,3,4,5
8716,48655.7374,3,5,1,1,3,4
8717,22146.0361,3,3,3,1,4,1
8718,43588.5873,2,3,2,2,1,4
8719,16098.9296,1,3,2,3,2,1
8720,23897.4806,3,3,2,3,4,2
8721,58376.4604,3,3,2,3,3,4
8722,24743.0671,1,2,2,1,3,2
8723,24075.7338,3,3,1,3,3,3
8724,22209.5667,3,3,2,3,3,1
8725,21528.9217,1,1,3,3,3,4
8726,19805.2631,2,1,2,3,3,4
8727,17709.3186,2,3,1,1,2,1
8728,26772.8598,3,3,2,2,1,1
8729,23982.9993,3,3,2,1,3,1
8730,19289.5761,2,3,2,3,3,1
8731,7653.7418,4,2,1,4,3,5
8732,15700.0129,3,2,2,1,3,1
8733,16533.8846,5,2,1,2,4,2
8734,15088.2819,4,5,4,3,2,2
8735,25874.7862,4,2,2,4,2,4
8736,79294.453,3,2,1,4,3,4
8737,20542.0192,2,2,3,3,4,4
8738,23235.1701,4,3,1,1,2,2
8739,20060.8115,5,5,3,3,3,1
8740,20089.3827,3,3,2,2,3,1
8741,29426.2372,2,2,1,4,3,5
8742,13914.758,1,3,2,1,4,1
8743,36936.9117,5,1,2,3,3,4
8744,41673.6035,3,4,2,4,3,4
8745,20850.7995,3,3,1,1,4,1
8746,13289.8954,3,3,4,2,4,1
8747,14782.9264,2,3,2,2,2,1
8748,23056.0422,3,2,1,1,4,1
8749,15529.7006,2,3,2,1,3,1
8750,12381.3704,2,2,3,4,4,1
8751,34227.0913,3,2,2,2,4,1
8752,16183.5754,1,3,2,2,2,1
8753,14140.9356,3,3,1,2,4,1
8754,38931.7183,1,3,1,3,1,2
8755,18596.2755,2,3,1,1,2,1
8756,18415.6053,3,3,3,1,4,1
8757,16302.7652,3,2,4,1,4,1
8758,44906.3244,1,3,2,2,2,4
8759,62132.4048,3,3,2,4,3,4
8760,24159.5612,4,3,2,3,4,2
8761,18551.2863,4,3,2,3,1,1
8762,7430.7865,3,2,3,2,4,1
8763,28383.1341,2,2,3,1,2,1
8764,43530.187,4,3,2,1,3,3
8765,39454.2742,3,3,2,3,2,4
8766,20174.8978,2,3,1,1,4,1
8767,22146.0361,3,2,2,1,4,1
8768,13095.626,3,3,2,1,3,1
8769,27029.4281,4,3,2,1,3,1
8770,18396.8716,2,3,2,2,4,3
8771,27951.4215,3,3,3,1,3,4
8772,28993.6131,3,3,3,3,4,1
8773,43472.29,2,3,2,1,2,1
8774,35455.1559,1,3,2,3,1,4
8775,13205.7736,3,2,3,3,3,1
8776,16490.7957,2,2,3,1,4,2
8777,10857.7405,3,1,2,3,4,1
8778,15116.4069,5,3,3,1,3,1
8779,20850.7995,1,3,2,1,4,1
8780,11041.1492,2,3,2,1,4,2
8781,21038.0132,1,1,1,4,3,1
8782,14447.0598,2,3,3,3,2,1
8783,27746.4885,3,2,2,1,4,1
8784,25748.0004,3,3,2,2,3,4
8785,12502.9305,2,3,2,2,3,4
8786,17704.7623,2,3,2,2,2,1
8787,32983.7615,2,3,2,1,3,1
8788,14374.0431,3,3,2,3,2,1
8789,48543.1277,5,3,3,1,2,4
8790,15644.4908,3,2,3,2,4,1
8791,21049.0111,2,3,3,1,4,1
8792,20638.96,3,3,2,1,4,4
8793,20177.0864,4,3,2,1,3,2
8794,34990.2414,3,3,1,3,2,4
8795,14715.7153,2,2,2,2,2,1
8796,16733.4566,2,3,3,1,4,1
8797,32276.3586,4,5,1,3,1,2
8798,14338.0186,1,4,2,4,3,2
8799,9020.8856,2,2,2,1,4,5
8800,15801.2318,3,5,3,3,3,1
8801,33729.5404,5,3,3,1,2,2
8802,23346.0505,2,2,1,4,3,1
8803,30418.8761,2,3,2,1,2,1
8804,18403.122,4,2,2,3,4,1
8805,18868.3621,3,3,2,1,1,1
8806,4224.7247,3,2,3,1,4,5
8807,4774.7632,3,2,2,1,4,5
8809,24925.608,3,5,1,4,3,2
8810,21960.6095,3,3,3,1,4,4
8811,25681.3117,2,2,2,3,3,1
8812,16168.6143,3,3,3,1,4,1
8813,11814.17,3,3,2,2,3,1
8814,19493.8887,2,2,3,1,4,1
8815,21057.7269,4,3,3,1,4,1
8816,23056.0422,4,2,3,3,4,1
8817,10739.5377,3,3,2,2,4,1
8818,41195.9709,3,2,2,3,1,4
8819,8569.6217,2,2,2,2,4,1
8820,70750.7566,3,3,3,1,3,4
8821,14861.7569,2,1,2,2,2,1
8822,5590.9472,1,3,2,2,3,5
8823,8930.8445,2,3,2,2,4,1
8824,27999.4238,3,2,1,3,1,2
8825,23862.6704,3,3,2,1,3,1
8826,21057.7269,4,3,3,1,4,1
8827,8143.015,5,1,3,3,4,4
8828,21579.2115,3,2,3,2,4,1
8829,16039.761,3,3,3,2,4,2
8830,17387.4971,1,2,1,2,1,1
8831,30924.836,2,3,2,1,2,4
8832,9028.7879,3,1,2,2,4,1
8833,21555.6205,3,3,3,3,4,1
8834,27029.4281,2,3,1,3,3,1
8835,26351.7031,3,2,2,1,3,1
8837,20411.4205,2,2,3,1,2,1
8838,24108.9069,3,2,3,2,3,2
8839,16562.8515,2,3,2,1,4,1
8840,18550.8361,2,3,2,3,4,3
8841,9019.476,3,2,3,2,4,1
8843,16899.5227,3,3,3,1,4,1
8844,19284.4019,3,3,2,2,2,1
8845,27643.4111,3,2,2,3,4,1
8846,21057.7269,2,3,2,1,4,1
8847,17924.6434,3,1,3,3,4,1
8848,24189.9599,4,3,3,1,4,2
8849,33835.2764,2,3,3,1,2,2
8850,23161.4347,2,5,1,3,3,1
8851,25043.4142,3,3,3,2,3,1
8852,6763.6341,3,3,3,3,3,5
8853,25402.7232,2,1,1,3,3,1
8854,37757.1971,3,3,4,3,2,4
8855,27371.7683,3,1,2,3,4,1
8856,13431.3963,2,2,2,1,3,1
8857,18403.122,3,3,2,3,4,1
8858,23897.4806,4,3,2,3,4,2
8859,19500.2052,3,2,1,1,4,3
8860,22737.6043,4,2,2,1,4,1
8861,8544.1264,4,3,3,3,4,1
8862,18798.0506,3,2,2,4,3,4
8863,16329.0748,4,3,3,3,4,1
8864,15209.6036,2,3,2,3,3,1
8865,15116.4069,3,3,2,3,4,1
8866,25906.9628,2,3,2,2,3,1
8867,23128.449,3,2,2,1,3,4
8868,11182.6962,2,3,2,2,3,1
8869,18695.7299,4,1,1,1,4,1
8870,26790.2868,5,3,3,2,2,2
8871,13578.4931,3,3,3,3,4,1
8872,50493.8982,3,2,1,3,2,2
8873,20220.9492,4,2,3,1,4,1
8874,23618.1977,3,1,2,3,4,3
8875,15472.8743,1,1,3,3,4,1
8876,14052.8508,3,3,1,1,4,1
8877,25186.7249,2,3,2,3,3,4
8878,16860.3265,3,2,3,2,3,1
8879,20034.533,2,3,1,2,3,1
8880,15321.6202,4,2,3,1,4,1
8881,18415.6053,3,3,2,1,4,1
8882,15652.6704,3,3,3,2,4,3
8883,19493.8887,3,2,4,1,4,1
8884,11703.031,3,3,2,1,4,1
8885,10965.4948,3,2,3,1,4,1
8886,11325.2852,3,2,3,2,3,1
8887,13150.606,3,3,2,1,3,1
8888,30850.2665,4,3,3,3,4,1
8889,24189.9599,4,2,3,1,4,2
8890,13093.0964,3,1,3,1,4,1
8891,20481.7834,2,3,3,2,4,1
8892,8888.7272,5,3,1,3,3,5
8893,18265.9019,3,1,2,3,2,1
8894,14146.183,4,3,3,1,3,1
8895,18396.8716,2,2,2,1,4,3
8896,15093.9553,2,1,1,3,2,1
8897,21722.5301,4,3,2,1,3,1
8898,20273.4104,2,3,1,2,2,1
8899,24727.0111,3,3,2,2,3,2
8900,19990.8188,1,3,1,2,3,1
8901,8993.4644,2,2,1,2,1,5
8902,20963.4811,3,3,1,2,4,3
8903,22720.1902,1,1,1,3,3,2
8904,38055.8025,4,3,2,1,4,1
8905,32891.2537,3,3,2,3,3,2
8906,14052.8508,2,3,1,1,4,1
8907,30924.836,3,3,1,3,3,4
8908,45621.6696,4,3,1,3,3,4
8909,21057.7269,4,2,3,1,4,1
8910,16302.7652,1,3,1,1,4,1
8911,16168.3354,2,3,2,3,4,1
8912,19483.7839,3,3,2,4,4,1
8913,87299.3888,3,3,3,4,3,1
8914,7885.7157,4,3,3,3,4,1
8915,31689.7412,3,3,1,2,2,1
8916,13009.2251,2,3,2,2,4,1
8917,15297.0137,3,3,2,1,3,1
8918,16849.1984,3,3,3,2,4,1
8919,18393.4481,2,3,3,2,3,1
8920,27871.4452,2,3,2,3,2,4
8921,4664.5671,3,5,2,2,3,5
8922,25685.9139,3,2,2,1,4,1
8923,12113.6041,1,3,2,1,3,1
8924,35235.3177,2,3,1,4,3,2
8925,17027.4708,2,3,2,1,3,1
8926,17404.0326,3,3,1,2,2,1
8927,8930.4961,2,4,1,2,4,1
8928,15280.2056,3,3,1,2,2,1
8929,18499.3094,3,2,2,2,3,4
8930,19689.1633,2,2,1,1,3,1
8931,15923.6687,3,2,2,2,2,1
8932,66763.7233,2,3,1,1,3,4
8933,14861.7569,4,3,3,2,2,1
8934,24347.811,3,1,3,1,3,1
8935,13205.7736,2,2,2,1,3,1
8936,15882.4633,2,2,2,1,4,1
8937,30547.111,2,3,1,3,4,1
8938,15644.4908,2,2,2,1,4,1
8939,19582.9949,3,2,3,3,3,1
8940,19031.5304,1,3,2,1,2,1
8942,17987.6345,2,3,3,2,3,4
8943,20056.1581,2,2,2,2,3,1
8944,21295.378,5,3,4,4,3,4
8945,18977.5373,2,3,3,4,4,4
8946,48834.3097,4,3,3,2,1,4
8947,22438.3553,3,1,3,2,4,4
8948,21238.8125,3,3,2,3,2,2
8949,28714.0264,3,3,4,2,4,3
8950,14429.2853,3,3,3,1,4,2
8951,10929.8275,1,1,1,3,3,1
8952,13090.7683,3,3,3,2,4,1
8953,18018.9597,4,5,3,2,2,1
8954,24542.8487,2,2,2,3,3,2
8955,13374.1585,3,1,2,2,3,1
8956,43781.2247,3,3,2,1,3,1
8957,16465.7697,5,3,3,3,2,1
8958,13183.911,4,2,3,2,4,4
8959,10151.1496,3,3,3,2,4,1
8960,16486.7532,2,2,2,1,3,4
8961,29802.9408,3,1,2,3,1,1
8962,13205.7736,2,2,3,2,3,1
8963,20472.3273,3,3,1,1,2,1
8964,17144.3055,4,3,3,3,3,1
8965,27832.4729,5,2,4,1,3,2
8966,18999.9068,3,3,2,1,4,2
8967,13577.5963,3,3,2,3,4,1
8968,16524.1704,3,2,3,2,3,1
8969,8476.6592,3,2,2,1,4,1
8970,50183.6864,3,3,2,1,1,4
8971,16580.5006,4,2,2,3,4,1
8972,42295.8048,3,5,1,2,1,4
8973,16705.3888,3,3,3,1,3,1
8974,13855.2246,2,3,1,2,3,1
8975,19493.8887,3,2,3,1,4,1
8976,20272.465,4,4,2,3,3,2
8977,8930.8445,3,3,3,2,4,1
8978,11627.4821,2,3,2,3,4,1
8979,14104.0969,2,2,2,3,3,1
8980,59621.6827,1,1,1,1,1,4
8981,24357.1321,5,3,4,1,3,1
8982,14747.2501,3,2,3,1,4,4
8983,23922.6348,3,3,2,1,4,1
8984,30065.2488,4,1,1,3,2,2
8985,21037.9463,2,3,1,3,3,1
8986,15472.8743,4,1,3,2,4,1
8987,10398.3501,1,3,2,1,4,1
8988,15530.9593,2,3,2,1,3,1
8989,14140.9356,3,3,3,2,4,1
8990,24037.7432,3,1,1,1,3,1
8991,22146.0361,2,2,1,1,4,1
8992,39807.2877,1,3,2,4,2,1
8993,32526.5135,3,1,2,1,1,2
8994,23712.5143,4,3,2,3,4,4
8995,17715.7416,3,3,3,1,4,1
8996,15238.021,3,4,1,3,1,2
8997,18197.2999,2,3,3,1,4,1
8998,33697.5297,3,1,3,3,4,2
8999,15216.2834,4,2,1,1,3,4
9000,22146.0361,2,2,3,1,4,1
9001,30637.4034,4,3,2,3,2,1
9002,10376.6627,3,4,3,1,4,2
9003,22269.0689,5,1,2,3,4,1
9004,20047.8367,1,3,1,3,3,2
9005,20850.7995,3,1,1,3,4,1
9007,19454.1777,2,2,2,1,2,1
9008,13900.4068,4,2,4,1,4,1
9009,27503.5375,4,2,4,1,3,4
9010,10857.7405,4,2,1,2,4,1
9011,22158.1536,3,2,3,2,2,1
9012,27081.7699,5,3,1,1,3,1
9013,7885.7157,2,1,3,1,4,1
9014,14379.058,4,2,3,1,3,2
9015,88732.6474,2,3,2,3,2,3
9016,20481.7834,2,2,2,3,4,1
9017,16609.6914,2,3,3,3,2,1
9018,25402.7232,3,2,1,1,3,1
9019,21515.8307,4,2,3,1,4,1
9020,30242.6277,3,3,1,1,3,1
9021,21178.8854,3,2,2,2,2,4
9022,10965.4948,2,3,3,2,4,1
9023,25332.7665,2,1,3,1,3,1
9024,15161.0366,3,4,2,1,3,1
9025,17709.3659,4,3,2,3,3,2
9026,24234.7606,3,1,2,4,1,1
9027,8454.9729,3,3,2,2,4,5
9028,12953.5659,3,3,3,1,3,1
9029,33697.5297,3,2,2,4,4,2
9030,12126.0284,3,3,2,3,4,4
9031,27540.241,2,2,2,1,3,4
9032,28993.6131,4,2,2,3,4,1
9033,16302.7652,2,3,3,1,4,1
9034,10045.981,2,2,3,3,3,5
9035,15321.6202,3,3,2,1,4,1
9036,32228.2411,3,3,2,2,2,4
9037,13575.3854,3,3,1,4,3,1
9038,28383.1341,3,3,3,1,2,1
9039,36918.5163,4,2,4,4,3,4
9040,21793.3678,2,1,3,1,4,1
9041,21515.312,2,3,1,1,2,1
9042,17530.7834,2,3,3,2,2,1
9043,29849.1972,3,3,3,4,1,1
9044,19879.4568,2,3,3,3,4,1
9045,4137.8306,3,2,3,4,4,5
9046,28104.2223,2,3,3,1,2,1
9047,20850.7995,3,2,3,1,4,1
9048,11773.2408,2,2,2,1,3,1
9049,24619.3862,2,3,2,2,2,1
9050,35176.2869,4,3,2,3,3,4
9051,30702.6562,1,3,1,1,3,1
9052,39100.9168,1,5,1,3,1,4
9053,10965.4948,3,3,3,1,4,1
9054,13623.9748,2,2,1,2,2,4
9055,8476.6592,2,3,2,1,4,1
9056,28231.1125,2,3,2,4,3,1
9057,33949.8607,1,1,1,4,3,1
9058,17029.2092,3,2,3,3,4,4
9059,20271.1524,2,3,3,2,2,1
9060,12411.014,2,3,1,1,3,1
9061,25821.4603,3,3,1,2,2,1
9062,23982.9993,2,3,2,2,3,1
9063,25722.8259,1,3,1,1,3,1
9064,19117.9509,1,2,2,4,3,1
9065,19493.8887,3,2,3,1,4,1
9066,21057.7269,2,3,2,2,4,1
9067,30534.2442,3,3,3,1,3,1
9068,40839.011,3,3,2,3,2,4
9069,21486.0478,3,3,1,2,3,1
9070,22659.0623,1,3,1,1,3,4
9071,36123.8954,2,3,1,4,3,1
9072,20893.5351,4,2,1,3,4,2
9073,29449.8635,5,3,2,2,3,4
9074,34063.3906,3,3,3,4,1,1
9075,23060.0573,4,1,1,3,3,1
9076,24562.5233,3,3,2,2,4,3
9077,16183.5754,2,1,1,2,2,1
9078,16705.3888,3,2,2,1,3,1
9079,3666.6386,2,3,2,1,4,5
9080,15650.3226,3,1,2,3,3,1
9081,23402.9463,3,3,2,1,3,2
9082,29364.8165,3,2,1,3,3,4
9083,16361.7927,3,2,2,1,3,1
9084,14447.0598,3,3,2,1,3,1
9085,14001.9772,2,3,2,1,4,1
9086,32891.2537,3,3,1,3,3,2
9087,18415.6053,2,3,2,1,4,1
9088,11571.9234,2,3,2,4,2,5
9089,9019.476,4,3,3,3,4,1
9090,21530.2355,3,1,3,2,2,1
9091,6780.6478,4,1,4,2,4,5
9092,30078.134,2,2,3,4,2,1
9093,17924.6434,2,3,2,1,4,1
9094,21744.8098,4,1,3,1,4,4
9095,16258.6986,3,3,2,2,2,1
9096,25848.2994,2,2,2,2,3,4
9097,18166.1473,3,3,1,2,3,4
9098,10443.0136,2,3,3,3,2,1
9099,16383.1793,3,2,2,1,4,1
9100,34478.7088,3,3,3,4,1,1
9101,18197.2999,1,3,1,1,4,1
9102,15116.4069,3,3,2,2,4,1
9103,20929.5501,3,2,2,2,2,1
9104,14861.7569,3,3,1,3,2,1
9105,30420.8103,3,3,2,4,3,1
9106,20531.2908,2,2,1,1,3,4
9107,27503.5375,2,3,2,2,3,4
9108,28071.4704,4,3,3,3,3,2
9109,13445.0616,3,3,1,3,4,1
9110,21793.3678,3,2,2,2,4,1
9111,31878.6322,3,5,2,1,2,4
9112,23074.5242,3,2,3,4,1,2
9113,16745.0487,4,3,2,1,4,1
9114,17270.1817,3,3,2,3,3,1
9115,16899.5227,4,3,3,1,4,1
9116,23446.8946,4,3,2,1,4,4
9117,21793.3678,3,3,3,2,4,1
9118,16142.5632,3,3,3,2,4,1
9119,11528.0493,3,3,2,2,3,1
9120,25923.4003,4,4,3,4,3,2
9121,30850.2665,3,2,3,1,4,1
9122,18964.3442,2,3,2,1,4,1
9123,34478.7088,2,3,2,1,1,1
9124,14565.4127,3,1,2,3,3,1
9125,14146.183,3,3,2,1,3,1
9126,13859.7203,4,3,2,1,3,4
9127,14140.9356,2,3,2,1,4,1
9128,21030.1056,4,3,3,3,3,2
9129,22386.3929,2,3,1,1,2,1
9130,9250.8472,4,3,1,2,4,5
9131,21057.7269,3,2,3,1,4,1
9132,21037.9463,4,3,2,3,3,1
9133,20699.9577,2,3,1,1,2,1
9134,20900.8383,4,2,2,3,3,4
9135,15097.6514,3,2,3,3,3,1
9136,14140.9356,3,2,3,2,4,1
9137,28993.6131,3,1,2,1,4,1
9138,11881.0489,3,3,4,1,4,1
9139,25325.7021,2,1,2,1,3,1
9140,25328.4042,1,2,3,1,2,5
9141,20450.9761,3,1,1,2,3,1
9142,15799.4813,1,3,1,1,3,1
9143,20411.4205,2,3,3,3,2,1
9144,18038.7617,2,3,2,3,3,1
9145,13289.8954,2,2,3,1,4,1
9146,23922.6348,1,3,1,1,4,1
9148,12233.8219,2,2,2,1,3,1
9149,16881.7532,5,3,3,2,4,2
9150,19917.9717,4,2,3,1,4,1
9151,26076.629,3,1,3,1,4,1
9152,30324.5631,3,3,1,2,1,1
9153,21722.5301,1,3,1,1,3,1
9154,21960.6095,3,1,3,1,4,4
9155,21579.2115,3,3,3,2,4,1
9156,29421.0976,3,3,1,4,3,1
9157,25722.8259,2,3,3,1,3,1
9158,11493.7524,3,3,2,2,3,1
9159,9598.5528,3,3,2,3,4,5
9160,17530.7834,3,3,2,1,2,1
9161,24709.6295,4,3,2,3,2,2
9162,25043.4142,3,3,1,1,3,1
9163,16142.5632,3,2,3,1,4,1
9164,16142.5632,2,4,2,1,4,1
9165,27339.2637,2,3,3,2,4,3
9166,44045.9271,2,2,2,4,2,4
9167,15973.3754,2,3,2,1,3,1
9168,10047.66,2,3,1,4,3,1
9169,7411.1317,3,1,3,2,4,1
9170,16733.4566,2,1,2,2,4,1
9171,21452.4597,3,3,3,2,2,1
9172,15088.2819,3,3,2,1,2,2
9173,23540.2224,2,2,2,1,4,3
9174,16142.5632,2,3,1,2,4,1
9175,67417.4672,3,3,3,4,3,1
9176,27473.8328,3,3,2,1,4,1
9177,37119.8736,2,3,2,2,2,1
9178,18951.9634,2,3,2,1,2,1
9179,34803.4579,1,5,1,1,1,1
9180,17523.5629,2,3,2,2,4,1
9181,35298.2167,1,3,2,4,4,1
9182,10512.3875,4,3,3,1,4,1
9183,13183.911,2,3,1,1,4,4
9184,39807.2877,3,2,3,4,2,1
9185,34107.6322,3,3,2,1,1,1
9186,30450.2815,3,3,2,4,3,1
9187,14037.9316,3,4,2,1,3,5
9188,18118.4199,3,3,2,1,3,2
9189,36280.7061,3,2,2,2,2,4
9190,18932.1979,2,3,3,1,3,1
9191,67485.6295,3,3,4,4,3,2
9192,27029.4281,3,3,2,4,3,1
9193,22900.5427,3,5,2,1,3,2
9194,19419.7496,3,3,3,1,3,1
9195,18964.3442,3,2,3,3,4,1
9196,23284.8549,4,2,3,3,4,1
9197,21306.2659,4,3,3,1,2,1
9198,22737.6043,4,3,3,3,4,1
9199,12381.3704,4,3,1,2,4,1
9200,37226.0216,4,3,2,3,2,1
9201,29150.803,3,3,1,3,4,3
9202,12517.6437,3,1,3,2,4,1
9203,20768.0795,3,3,2,3,3,2
9204,23188.1982,3,2,2,1,3,1
9205,23271.3447,3,3,3,1,4,3
9206,18921.4246,2,5,3,3,2,1
9207,16647.8728,2,3,2,1,3,1
9208,21304.4017,2,3,2,1,4,1
9209,18895.5798,2,3,3,1,2,1
9210,28860.6014,2,2,1,1,3,2
9211,20638.96,1,1,1,4,3,4
9212,22268.4677,3,2,2,4,4,1
9213,33657.1339,1,2,3,3,2,1
9214,59621.6827,2,3,2,3,1,4
9215,15966.8273,2,3,1,1,4,1
9216,32538.3112,4,2,3,4,3,1
9217,10982.4593,3,2,3,4,4,5
9218,55294.765,4,3,3,2,3,3
9219,19612.475,1,3,1,2,3,1
9220,9145.3974,3,2,2,4,3,5
9221,35867.9391,3,2,2,3,3,4
9222,24760.4106,2,3,3,1,4,2
9223,41797.5978,4,1,4,1,4,3
9224,19571.9153,2,5,2,1,3,2
9225,12641.8712,3,2,3,1,4,1
9226,23972.5664,2,3,1,3,4,4
9227,16302.7652,2,3,3,2,4,1
9228,14152.9194,2,2,1,3,2,1
